0	155	235	20	155	155	20	1
0	155	155	20	155	155	20	1
0	75	155	20	155	155	20	1
0	75	235	20	155	155	20	1
0	155	235	20	75	155	20	1
0	155	155	20	75	155	20	1
0	75	155	20	75	155	20	1
0	75	235	20	75	155	20	1
0	155	235	20	75	235	20	1
0	155	155	20	75	235	20	1
0	75	155	20	75	235	20	1
0	75	235	20	75	235	20	1
0	155	235	20	75	75	20	1
0	155	155	20	75	75	20	1
0	75	155	20	75	75	20	1
0	75	235	20	75	75	20	1
0	155	235	20	155	155	20	1
0	155	235	20	155	155	20	1
0	155	235	20	75	155	20	1
0	155	235	20	75	155	20	1
0	155	235	20	75	235	20	1
0	155	235	20	75	235	20	1
0	155	155	20	155	155	20	1
0	155	155	20	75	155	20	1
0	155	155	20	75	155	20	1
0	155	155	20	75	235	20	1
0	155	155	20	75	235	20	1
0	155	155	20	155	155	20	1
0	75	155	20	155	155	20	1
0	75	235	20	155	155	20	1
0	75	155	20	155	155	20	1
0	75	155	20	155	155	20	1
0	75	155	20	75	155	20	1
0	75	155	20	75	235	20	1
0	75	155	20	75	235	20	1
0	155	155	20	75	155	20	1
0	75	155	20	75	155	20	1
0	75	235	20	75	155	20	1
0	75	235	20	155	155	20	1
0	75	235	20	155	155	20	1
0	75	235	20	75	155	20	1
0	75	235	20	75	155	20	1
0	75	235	20	75	235	20	1
0	155	155	20	75	235	20	1
0	75	155	20	75	235	20	1
0	75	235	20	75	235	20	1
